published,directory,view,version,entry_id,text_ocr,ner_xml,persons,activity,act_new,location,cardinality,nb_activities,nb_persons,nb_loc,nb_card,overall_score,geometry
1860,DidotBottin_1860a,313,v2:2022-06-20,1782437,"Jomard, O.  (de l'Institut), conservateun
des cartes et plans à la Bibliotheque impé-
riale, Seine, 12.","<PER>Jomard</PER><TITRE>, O.  (de l</TITRE><ACT>'</ACT><TITRE>Institut</TITRE><ACT>), conservateun des cartes et plans à la Bibliotheque impé- riale</ACT>, <LOC>Seine</LOC>, <CARDINAL>12</CARDINAL>.",Jomard,"c(""'"", ""), conservateun des cartes et plans à la Bibliotheque impé- riale"")","c(""'"", ""), conservateun des cartes et plans a la Bibliotheque impe- riale"")",Seine,12,2,1,1,1,0,POINT (651323.7 6862014)
1876,DidotBottin_1876,362,v2:2022-06-20,1783618,"Jaeckels, (Mathias) cartes enfeuilles, avenne de
Paris, 4, à St-Denis (Seine)","<PER>Jaeckels,</PER> <ACT>(Mathias) cartes enfeuilles</ACT><LOC>, avenne de Paris</LOC>, <CARDINAL>4</CARDINAL>, à <LOC>St</LOC>-Denis (Seine)","Jaeckels,",(Mathias) cartes enfeuilles,(Mathias) cartes enfeuilles,"c("", avenne de Paris"", ""St"")",4,1,1,2,1,"NA",POINT EMPTY
1893,DidotBottin_1893a,262,v2:2022-06-20,1785509,"Barathon et Gumery, papiers et cartes en
gros, rue des Blancs-Manteaux, 31 et 33.","<PER>Barathon et Gumery</PER><ACT>, papiers et cartes en gros</ACT><LOC>, rue des Blancs-Manteaux</LOC>, <CARDINAL>31</CARDINAL> et <CARDINAL>33</CARDINAL>.",Barathon et Gumery,", papiers et cartes en gros",", papiers et cartes en gros",", rue des Blancs-Manteaux","c(""31"", ""33"")",1,1,1,2,"NA",POINT EMPTY
1850,Didot_1850a,178,v2:2022-06-20,1793139,"Deschamps (Eug.), conservateur du plan de
Paris, Geoffroy-Lasnier, 22.","<PER>Deschamps (Eug.),</PER> <ACT>conservateur du plan de Paris</ACT><LOC>, Geoffroy-Lasnier</LOC>, <CARDINAL>22</CARDINAL>.","Deschamps (Eug.),",conservateur du plan de Paris,conservateur du plan de Paris,", Geoffroy-Lasnier",22,1,1,1,1,"NA",POINT (653231.6 6865978)
1871,DidotBottin_1871,395,v2:2022-06-20,1800621,"Logerot (Aug.), éditeur et marchand de cartes
grographiques, quai des Grands-Augustins,","<PER>Logerot (Aug.),</PER> <ACT>éditeur et marchand de cartes grographiques</ACT>, <LOC>quai des Grands-Augustin</LOC>s,","Logerot (Aug.),",éditeur et marchand de cartes grographiques,editeur et marchand de cartes grographiques,quai des Grands-Augustin,NA,1,1,1,0,"NA",POINT EMPTY
1900,DidotBottin_1900a,919,v2:2022-06-20,1804360,"Pouch aîné, replanissage de parquets, r. Hé-
ricart, 24.","<PER>Pouch aîné</PER><ACT>, replanissage de parquets</ACT>, <LOC>r. Hé- ricart</LOC>, <CARDINAL>24</CARDINAL>.",Pouch aîné,", replanissage de parquets",", replanissage de parquets",r. Hé- ricart,24,1,1,1,1,"NA",POINT EMPTY
1832,Panckoucke_hab_Dulac_1832,148,v2:2022-06-20,1806808,"Crmue,  ues Canemtet. 17.
Castellane (hôtel de) meublé, rue Grenelle-St-Germ. 67.
Castellino, capit, ingén.-géographe, chargé de la révision de l'ancien
plan de Paris, par Verniquet, r. des Prêtres-St-Paul. 15.","<PER>Crmue</PER><ACT>,  ues Canemtet.</ACT> 17. <PER>Castellane</PER> <ACT>(hôtel de) meublé</ACT>, <LOC>rue Grenelle-St-Germ</LOC>. <CARDINAL>67</CARDINAL>. <PER>Castellino</PER>, <ACT>capit, ingén.-géographe, chargé de la révision de l'ancien plan de Paris</ACT>, par Verniquet, <LOC>r. des Prêtres-St-Paul</LOC>. <CARDINAL>15</CARDINAL>.","c(""Crmue"", ""Castellane"", ""Castellino"")","c("",  ues Canemtet."", ""(hôtel de) meublé"", ""capit, ingén.-géographe, chargé de la révision de l'ancien plan de Paris"")","c("",  ues Canemtet."", ""(hotel de) meuble"", ""capit, ingen.-geographe, charge de la revision de l'ancien plan de Paris"")","c(""rue Grenelle-St-Germ"", ""r. des Prêtres-St-Paul"")","c(""67"", ""15"")",3,3,2,2,"NA, NA",POINT EMPTY
1854,Didot_1854a,412,v2:2022-06-20,1810807,"Regnard
200.
(A.), plans et reliefs bois, Temple,","<PER>Regnard 200. (A.),</PER> <ACT>plans et reliefs bois</ACT><LOC>, Temple</LOC>,","Regnard 200. (A.),",plans et reliefs bois,plans et reliefs bois,", Temple",NA,1,1,1,0,0.6808,POINT (654265.7 6863720)
1856,Didot_1856a,421,v2:2022-06-20,1812198,"Logerot (Aug. ), éditeur et marchand de cartes
géographiques, quai des Augustins, 55.","<PER>Logerot (Aug. ),</PER> <ACT>éditeur et marchand de cartes géographiques</ACT><LOC>, quai des Augustins</LOC>, <CARDINAL>55</CARDINAL>.","Logerot (Aug. ),",éditeur et marchand de cartes géographiques,editeur et marchand de cartes geographiques,", quai des Augustins",55,1,1,1,1,"NA",POINT EMPTY
1907,DidotBottin_1907c,226,v2:2022-06-20,1813992,"Chretien pere et fils, cartes photograph
3*)
r. Braubourg. 28.","<PER>Chretien pere et fils</PER><ACT>, cartes photograph 3*)</ACT> <LOC>r. Braubourg</LOC>. <CARDINAL>28</CARDINAL>.",Chretien pere et fils,", cartes photograph 3*)",", cartes photograph 3*)",r. Braubourg,28,1,1,1,1,0.69936,POINT (650187.5 6863442)
1882,DidotBottin_1882a,246,v2:2022-06-20,1814578,"Cartes et plans de la marine (dépôt des), Uni-
versité, 13.","<ACT>Cartes et plans de la marine (dépôt des</ACT><LOC>), Uni- versité</LOC>, <CARDINAL>13</CARDINAL>.",NA,Cartes et plans de la marine (dépôt des,Cartes et plans de la marine (depot des,"), Uni- versité",13,1,0,1,1,0.44352,POINT (650825.1 6862093)
1849,Didot_1849a,418,v2:2022-06-20,1822231,"Deschamps (Eug.) , conservateur du plan de
Paris, Voltaire, 5.","<PER>Deschamps (Eug.)</PER> , <ACT>conservateur du plan de Paris</ACT><LOC>, Voltaire</LOC>, <CARDINAL>5</CARDINAL>.",Deschamps (Eug.),conservateur du plan de Paris,conservateur du plan de Paris,", Voltaire",5,1,1,1,1,0.76,POINT (653486.6 6863123)
1853,Didot_1853a,231,v2:2022-06-20,1825048,"Galerie des plans et reliefs, aux Invalides.","<ACT>Galerie des plans et reliefs</ACT>, <LOC>aux Invalides</LOC>.",NA,Galerie des plans et reliefs,Galerie des plans et reliefs,aux Invalides,NA,1,0,1,0,"NA",POINT EMPTY
1844,Didot_1844a,361,v2:2022-06-20,1826364,"Kaeppelin (E.) et Cie, imprim.-lithog., édi-
teurs de cartes géôgraphiques, q. Voltaire,
15, et Croissant, 20.","<PER>Kaeppelin (E.) et Cie</PER><ACT>, imprim.-lithog., édi- teurs de cartes géôgraphiques</ACT>, <LOC>q. Voltaire</LOC>, <CARDINAL>15</CARDINAL>, et <LOC>Croissant</LOC>, <CARDINAL>20</CARDINAL>.",Kaeppelin (E.) et Cie,", imprim.-lithog., édi- teurs de cartes géôgraphiques",", imprim.-lithog., edi- teurs de cartes geographiques","c(""q. Voltaire"", ""Croissant"")","c(""15"", ""20"")",1,1,2,2,"NA, 1",POINT (651841.5 6863434)
1870,DidotBottin_1870a,548,v2:2022-06-20,1827037,"fienard (Léon), bibliothčcaire au dépôt gén
ral des cartes ct plans de la marine, Univer-
sitě. 13.","<PER>fienard (Léon),</PER> <ACT>bibliothčcaire au dépôt gén ral des cartes ct plans de la marine</ACT><LOC>, Univer- sit</LOC>ě. <CARDINAL>13</CARDINAL>.","fienard (Léon),",bibliothčcaire au dépôt gén ral des cartes ct plans de la marine,bibliothccaire au depot gen ral des cartes ct plans de la marine,", Univer- sit",13,1,1,1,1,0.71,POINT (651905.1 6864091)
1883,DidotBottin_1883a,294,v2:2022-06-20,1827413,"David, cartes â jouer pour enfants, St-Merri,
Z5.","<PER>David</PER>, <ACT>cartes â jouer pour enfants</ACT>, <LOC>St-Merri</LOC>, <CARDINAL>Z5</CARDINAL>.",David,cartes â jouer pour enfants,cartes a jouer pour enfants,St-Merri,Z5,1,1,1,1,0.433526,POINT (652410.8 6862413)
1898,DidotBottin_1898a,712,v2:2022-06-20,1828837,"Lions et Robert (Perrault, Lions et Robert
succ.). fabr. de cartes en feuilles, r. Pales-
tra, 15.
ТÉLEPH] 152.79.","<PER>Lions et Robert (Perrault, Lions et Robert succ.).</PER> <ACT>fabr. de cartes en feuilles</ACT>, <LOC>r. Pales- tra</LOC>, <CARDINAL>15</CARDINAL>. ТÉLEPH] 152.79.","Lions et Robert (Perrault, Lions et Robert succ.).",fabr. de cartes en feuilles,fabr. de cartes en feuilles,r. Pales- tra,15,1,1,1,1,"NA",POINT EMPTY
1879,DidotBottin_1879,592,v2:2022-06-20,1830314,"Robiquet, éditeur de cartes marines, Fonta-
nes, 11.","<PER>Robiquet</PER><ACT>, éditeur de cartes marines</ACT><LOC>, Fonta- nes</LOC>, <CARDINAL>11</CARDINAL><LOC>.</LOC>",Robiquet,", éditeur de cartes marines",", editeur de cartes marines","c("", Fonta- nes"", ""."")",11,1,1,2,1,"NA",POINT EMPTY
1838,Henrichs_1838,397,v2:2022-06-20,1831287,"Renault, el. , fabr. de cartes, Harpe, 45","<PER>Renault, el.</PER> <ACT>, fabr. de cartes</ACT><LOC>, Harpe</LOC>, <CARDINAL>45</CARDINAL>","Renault, el.",", fabr. de cartes",", fabr. de cartes",", Harpe",45,1,1,1,1,1,POINT (651868.4 6861504)
1823,Bottin1_1823,137,v2:2022-06-20,1831934,"Loysel, fab. globes, q. Conti, 15.","<PER>Loysel</PER><ACT>, fab. globes</ACT>, <LOC>q. Conti</LOC>, <CARDINAL>15</CARDINAL>.",Loysel,", fab. globes",", fab. globes",q. Conti,15,1,1,1,1,0.7553,POINT (651224.9 6861953)
1877,DidotBottin_1877,285,v2:2022-06-20,1832499,"Dupont (Alb.), dessinatcur de plans de vottures,
29.
Guyot,","<PER>Dupont (Alb.),</PER> <ACT>dessinatcur de plans de vottures</ACT>, <LOC>29. Guyot</LOC>,","Dupont (Alb.),",dessinatcur de plans de vottures,dessinatcur de plans de vottures,29. Guyot,NA,1,1,1,0,0.248862,POINT (655323.9 6861469)
1862,DidotBottin_1862a,376,v2:2022-06-20,1834678,"Jomard , O.  (de l'Institut), conservateur
des cartes et plans à la Bibliothèque impé-
riale, Seine, 12.","<PER>Jomard</PER> <TITRE>, O.  (de l</TITRE><ACT>'</ACT><TITRE>Institut</TITRE><ACT>), conservateur des cartes et plans à la Bibliothèque impé- riale</ACT>, <LOC>Seine</LOC>, <CARDINAL>12</CARDINAL>.",Jomard,"c(""'"", ""), conservateur des cartes et plans à la Bibliothèque impé- riale"")","c(""'"", ""), conservateur des cartes et plans a la Bibliotheque impe- riale"")",Seine,12,2,1,1,1,0,POINT (651323.7 6862014)
1889,DidotBottin_1889,413,v2:2022-06-20,1835740,"Gaterie des plans et relie,
(s. aux Invalides.","<PER>Gaterie</PER> <ACT>des plans et relie</ACT>, <LOC>(s. aux Invalides</LOC>.",Gaterie,des plans et relie,des plans et relie,(s. aux Invalides,NA,1,1,1,0,"NA",POINT EMPTY
1847,Didot_1847,452,v2:2022-06-20,1837156,"Goliat, fab. de cartes-porcelaine, Coq-Héron, 3.","<PER>Goliat</PER><ACT>, fab. de cartes-porcelaine</ACT><LOC>, Coq-Héron</LOC>, <CARDINAL>3</CARDINAL>.",Goliat,", fab. de cartes-porcelaine",", fab. de cartes-porcelaine",", Coq-Héron",3,1,1,1,1,0.8556,POINT (651729.1 6862895)
1847,Didot_1847,452,v2:2022-06-20,1837298,"Gosselin *, archiviste du dépôt des plans des
fortifications, Université, 84.","<PER>Gosselin</PER> <TITRE>*</TITRE><ACT>, archiviste du dépôt des plans des fortifications</ACT><LOC>, Université</LOC>, <CARDINAL>84</CARDINAL>.",Gosselin,", archiviste du dépôt des plans des fortifications",", archiviste du depot des plans des fortifications",", Université",84,1,1,1,1,0.817,POINT (650402 6862337)
1907,DidotBottin_1907c,665,v2:2022-06-20,1838385,"Paquet (E.), lableaux-annonces et cartes bi-
seautées, Faub.-St-Denis, 78. (10e). HELEPH
AA3.O7.","<PER>Paquet (E.),</PER> <ACT>lableaux-annonces et cartes bi- seautées</ACT>, <LOC>Faub.-St-Denis</LOC>, <CARDINAL>78</CARDINAL>. <CARDINAL>(10</CARDINAL>e). HELEPH AA3.O7.","Paquet (E.),",lableaux-annonces et cartes bi- seautées,lableaux-annonces et cartes bi- seautees,Faub.-St-Denis,"c(""78"", ""(10"")",1,1,1,2,"NA",POINT EMPTY
1887,DidotBottin_1887a,438,v2:2022-06-20,1839486,"Garassut, cartes et appareits cosmographi-
ques, rue Montmartre, 62.","<PER>Garassut</PER><ACT>, cartes et appareits cosmographi- ques</ACT>, <LOC>rue Montmartre</LOC>, <CARDINAL>62</CARDINAL>.",Garassut,", cartes et appareits cosmographi- ques",", cartes et appareits cosmographi- ques",rue Montmartre,62,1,1,1,1,0.87,POINT (651942.5 6863021)
1852,Didot_1852a,118,v2:2022-06-20,1841972,"Carteron, chef du magasin du dépôt géné-
ral des plans de la marine et des colonies,
Université, 13.","<PER>Carteron</PER><ACT>, chef du magasin du dépôt géné- ral des plans de la marine et des colonies</ACT><LOC>, Université</LOC>, <CARDINAL>13</CARDINAL>.",Carteron,", chef du magasin du dépôt géné- ral des plans de la marine et des colonies",", chef du magasin du depot gene- ral des plans de la marine et des colonies",", Université",13,1,1,1,1,0.817,POINT (650825.1 6862093)
1852,Didot_1852a,118,v2:2022-06-20,1841973,"Cartes et plans de la marine, etc. (dépôt des),
Universite. 13.","<ACT>Cartes et plans de la marine, etc. (dépôt des</ACT><LOC>), Universite</LOC>. <CARDINAL>13</CARDINAL>.",NA,"Cartes et plans de la marine, etc. (dépôt des","Cartes et plans de la marine, etc. (depot des","), Universite",13,1,0,1,1,0.817,POINT (650825.1 6862093)
1838,Bottin1_1838,116,v2:2022-06-20,1842110,"Delamarche (Félix), cartes gdograph. et sphères, Jardi-
net, 12.","<PER>Delamarche (Félix),</PER> <ACT>cartes gdograph. et sphères</ACT><LOC>, Jardi- net</LOC>, <CARDINAL>12</CARDINAL>.","Delamarche (Félix),",cartes gdograph. et sphères,cartes gdograph. et spheres,", Jardi- net",12,1,1,1,1,"NA",POINT EMPTY
1901,DidotBottin_1901a,507,v2:2022-06-20,1849158,"Corion (Ch. Geffroy, gendre et success.), en-
toitage et vernissage de plans et cartes, quai
des Grands-Augustins, 15.","<PER>Corion (Ch. Geffroy, gendre et success.),</PER> <ACT>en- toitage et vernissage de plans et cartes</ACT>, <LOC>quai des Grands-Augustins</LOC>, <CARDINAL>15</CARDINAL>.","Corion (Ch. Geffroy, gendre et success.),",en- toitage et vernissage de plans et cartes,en- toitage et vernissage de plans et cartes,quai des Grands-Augustins,15,1,1,1,1,"NA",POINT EMPTY
1885,DidotBottin_1885a,268,v2:2022-06-20,1854138,"Cachoz, fabr. de cartes en feuilles a faço
Aude, 17.","<PER>Cachoz</PER><ACT>, fabr. de cartes en feuilles a faço</ACT> <LOC>Aude</LOC>, <CARDINAL>17</CARDINAL>.",Cachoz,", fabr. de cartes en feuilles a faço",", fabr. de cartes en feuilles a faco",Aude,17,1,1,1,1,0.3913,POINT (652693 6862471)
1885,DidotBottin_1885a,270,v2:2022-06-20,1854382,"Caillol, entoitage et vernissage de plans et
cartes géographiques, Fossés-St-Jacques, 8.","<PER>Caillol</PER><ACT>, entoitage et vernissage de plans et cartes géographiques</ACT>, <LOC>Fossés-St-Jacques</LOC>, <CARDINAL>8</CARDINAL>.",Caillol,", entoitage et vernissage de plans et cartes géographiques",", entoitage et vernissage de plans et cartes geographiques",Fossés-St-Jacques,8,1,1,1,1,"NA",POINT EMPTY
1890,DidotBottin_1890c,110,v2:2022-06-20,1855838,"profeau (E. G. Durand, successeur , papiers
de fantaisir, dentelles, imagertes, cartes de
table-menu, quaí Jemmape«. 86.","<PER>profeau (E. G. Durand</PER><ACT>, successeur , papiers de fantaisir, dentelles, imagertes, cartes de table-menu</ACT>, <LOC>quaí Jemmape</LOC>«. <CARDINAL>86</CARDINAL>.",profeau (E. G. Durand,", successeur , papiers de fantaisir, dentelles, imagertes, cartes de table-menu",", successeur , papiers de fantaisir, dentelles, imagertes, cartes de table-menu",quaí Jemmape,86,1,1,1,1,0.6882,POINT (653412.9 6863796)
1851,Didot_1851a,370,v2:2022-06-20,1858852,"Regnard, plans et reliefs bois, Temple, 110.","<PER>Regnard</PER><ACT>, plans et reliefs bois</ACT>, <LOC>Temple</LOC>, <CARDINAL>110</CARDINAL>.",Regnard,", plans et reliefs bois",", plans et reliefs bois",Temple,110,1,1,1,1,0.8556,POINT (654199.3 6863681)
1880,DidotBottin_1880a,597,v2:2022-06-20,1859312,"Rochet, passementier, dessinateur, metteur
en carte, Laurence-Savard, 23.","<PER>Rochet,</PER> <ACT>passementier, dessinateur, metteur en carte</ACT><LOC>, Laurence-Savard</LOC>, <CARDINAL>23</CARDINAL>.","Rochet,","passementier, dessinateur, metteur en carte","passementier, dessinateur, metteur en carte",", Laurence-Savard",23,1,1,1,1,0.600305,POINT (655554.3 6863324)
1903,DidotBottin_1903a,588,v2:2022-06-20,1908138,"Monnier, [abr. de cartes en [cuilles, r. Pierre-
Levée, 11. (f1e).
TĚLÉPI 421.72.","<PER>Monnier</PER><ACT>, [abr. de cartes en [cuilles</ACT>, <LOC>r. Pierre- Levée</LOC>, <CARDINAL>11</CARDINAL>. (f1e). TĚLÉPI 421.72.",Monnier,", [abr. de cartes en [cuilles",", [abr. de cartes en [cuilles",r. Pierre- Levée,11,1,1,1,1,"NA",POINT EMPTY
1886,DidotBottin_1886a,755,v2:2022-06-20,1859874,"Thiollet (Aug.) . conservateur des cartes ca
plans, place St-Thomas-d'Aquin, 1.","<PER>Thiollet (Aug.)</PER> . <ACT>conservateur des cartes ca plans</ACT>, <LOC>place St-Thomas-d'Aquin</LOC>, <CARDINAL>1.</CARDINAL>",Thiollet (Aug.),conservateur des cartes ca plans,conservateur des cartes ca plans,place St-Thomas-d'Aquin,1.,1,1,1,1,"NA",POINT EMPTY
1886,DidotBottin_1886a,428,v2:2022-06-20,1861620,"Gabreau (P.), fabr. de bobeches et calottas
pour globes à gaz Brunner,Paradis, 50.","<PER>Gabreau (P.),</PER> <ACT>fabr. de bobeches et calottas pour globes à gaz Brun</ACT><LOC>ner,Paradis</LOC>, <CARDINAL>50</CARDINAL>.","Gabreau (P.),",fabr. de bobeches et calottas pour globes à gaz Brun,fabr. de bobeches et calottas pour globes a gaz Brun,"ner,Paradis",50,1,1,1,1,"NA",POINT EMPTY
1840,Lamy_1840,331,v2:2022-06-20,1862419,"Miller (Mme), coloriste de cartes géographi-
ques, Plâtre-St-Jacques, 21.","<PER>Miller (Mme),</PER> <ACT>coloriste de cartes géographi- ques</ACT><LOC>, Plâtre-St-Jacques</LOC>, <CARDINAL>21</CARDINAL>.","Miller (Mme),",coloriste de cartes géographi- ques,coloriste de cartes geographi- ques,", Plâtre-St-Jacques",21,1,1,1,1,"NA",POINT EMPTY
1879,DidotBottin_1879,452,v2:2022-06-20,1863908,"Legendre (E.)""NCi, cartes en feuilles, St-André-
des-Arts, 49.","<PER>Legendre (E.)</PER><TITRE>""NC</TITRE>i, <ACT>cartes en feuilles</ACT><LOC>, St-André- des-Arts</LOC>, <CARDINAL>49</CARDINAL>.",Legendre (E.),cartes en feuilles,cartes en feuilles,", St-André- des-Arts",49,1,1,1,1,0,POINT (651801.1 6861468)
1885,DidotBottin_1885a,703,v2:2022-06-20,1864705,"Saigne (V.), papiers en gros et manufacture
de cartes, rue du Temple, 48.","<PER>Saigne (V.),</PER> <ACT>papiers en gros et manufacture de cartes</ACT><LOC>, rue du Temple</LOC>, <CARDINAL>48</CARDINAL>.","Saigne (V.),",papiers en gros et manufacture de cartes,papiers en gros et manufacture de cartes,", rue du Temple",48,1,1,1,1,"NA",POINT EMPTY
1875,DidotBottin_1875,435,v2:2022-06-20,1865522,"L'Honoré-Rietsch, fabri de cartes en feuilles,
Trois-Couronnes, 39, impasse du Moulin-Joly,","<PER>L'Honoré-Rietsch</PER><ACT>, fabri de cartes en feuilles</ACT><LOC>, Trois-Couronnes</LOC>, <CARDINAL>39</CARDINAL>, <LOC>impasse du Moulin-Joly</LOC>,",L'Honoré-Rietsch,", fabri de cartes en feuilles",", fabri de cartes en feuilles","c("", Trois-Couronnes"", ""impasse du Moulin-Joly"")",39,1,1,2,1,"0.6816, NA",POINT (654522.2 6863362)
1875,DidotBottin_1875,435,v2:2022-06-20,1865529,"
L'Hoste (Ch.) (G. Hild successeur), fabr. de
cartes en feuilles, Vinaigriers, 40."," <PER>L'Hoste (Ch.) (G. Hild successeur),</PER> <ACT>fabr. de cartes en feuilles</ACT><LOC>, Vinaigriers</LOC>, <CARDINAL>40</CARDINAL>.","L'Hoste (Ch.) (G. Hild successeur),",fabr. de cartes en feuilles,fabr. de cartes en feuilles,", Vinaigriers",40,1,1,1,1,1,POINT (653153.3 6863878)
1875,DidotBottin_1875,435,v2:2022-06-20,1865561,"Lhuillier (J.) fils, fabr. de cartes en feuiltes,
Nve-St-Merri, 35.","<PER>Lhuillier (J.) fils</PER><ACT>, fabr. de cartes en feuiltes</ACT>, <LOC>Nve-St-Merri</LOC>, <CARDINAL>35</CARDINAL>.",Lhuillier (J.) fils,", fabr. de cartes en feuiltes",", fabr. de cartes en feuiltes",Nve-St-Merri,35,1,1,1,1,0.46008,POINT (652401.1 6862405)
1896,DidotBottin_1896a,679,v2:2022-06-20,1866455,"Palmier, cartes a jouer pour enfants, r. Lau-
Z","<PER>Palmier</PER><ACT>, cartes a jouer pour enfants</ACT>, <LOC>r. Lau-</LOC> <CARDINAL>Z</CARDINAL>",Palmier,", cartes a jouer pour enfants",", cartes a jouer pour enfants",r. Lau-,Z,1,1,1,1,"NA",POINT EMPTY
1827,Bottin1_1827,40,v2:2022-06-20,1874737,"Basset, estampes et cartes, S.-Jacques, 64.","<PER>Basset</PER><ACT>, estampes et cartes</ACT>, <LOC>S.-Jacques</LOC>, <CARDINAL>64</CARDINAL>.",Basset,", estampes et cartes",", estampes et cartes",S.-Jacques,64,1,1,1,1,"NA",POINT EMPTY
1850,Didot_1850a,171,v2:2022-06-20,1875822,"
Delamarche (maison) (Aug. Grosselin et Cie,
successeurs), globes, cartes et atlas, Battoir-
St-André, 7."," <PER>Delamarche (maison) (Aug. Grosselin et Cie, successeurs),</PER> <ACT>globes, cartes et atlas</ACT>, <LOC>Battoir- St-André</LOC>, <CARDINAL>7</CARDINAL>.","Delamarche (maison) (Aug. Grosselin et Cie, successeurs),","globes, cartes et atlas","globes, cartes et atlas",Battoir- St-André,7,1,1,1,1,"NA",POINT EMPTY
1871,DidotBottin_1871,288,v2:2022-06-20,1877363,"Galerie des plans et retiefs, aux Invalides.","<ACT>Galerie des plans et retiefs</ACT>, <LOC>aux Invalides</LOC>.",NA,Galerie des plans et retiefs,Galerie des plans et retiefs,aux Invalides,NA,1,0,1,0,"NA",POINT EMPTY
1898,DidotBottin_1898a,704,v2:2022-06-20,1877967,"Letot (Eugène), cartes géographiques, boul.
Montparnasse, 74.","<PER>Letot (Eugène),</PER> <ACT>cartes géographiques</ACT>, <LOC>boul. Montparnasse</LOC>, <CARDINAL>74</CARDINAL>.","Letot (Eugène),",cartes géographiques,cartes geographiques,boul. Montparnasse,74,1,1,1,1,0.609609,POINT (650460.5 6860588)
1854,Bottin3_1854a,141,v2:2022-06-20,1879130,"Carteron, garde-magasin du dépôt des cartes et plans
de la marine, Université, 13.","<PER>Carteron</PER><ACT>, garde-magasin du dépôt des cartes et plans de la marine</ACT><LOC>, Université</LOC>, <CARDINAL>13</CARDINAL>.",Carteron,", garde-magasin du dépôt des cartes et plans de la marine",", garde-magasin du depot des cartes et plans de la marine",", Université",13,1,1,1,1,0.817,POINT (650825.1 6862093)
1854,Bottin3_1854a,141,v2:2022-06-20,1879132,"Cartes et plans de la marine (Dépôt), Université, 13.","<ACT>Cartes et plans de la marine (Dépôt</ACT><LOC>), Université</LOC>, <CARDINAL>13</CARDINAL>.",NA,Cartes et plans de la marine (Dépôt,Cartes et plans de la marine (Depot,"), Université",13,1,0,1,1,0.817,POINT (650825.1 6862093)
1891,DidotBottin_1891a,777,v2:2022-06-20,1880133,"SUx (Mr
(C(0li5 dr planto,
Marché S","<PER>SUx (Mr</PER> (<ACT>C(0li5 dr plan</ACT>to<LOC>, Marché S</LOC>",SUx (Mr,C(0li5 dr plan,C(0li5 dr plan,", Marché S",NA,1,1,1,0,0.434,POINT (650931 6863178)
1876,DidotBottin_1876,472,v2:2022-06-20,1880644,"—.
Naud-Evrard, globes terrestres, Geoffroy-Ma-
riC, 3.","—. <PER>Naud-Evrard</PER><ACT>, globes terrestres</ACT><LOC>, Geoffroy-Ma- ri</LOC>C, <CARDINAL>3</CARDINAL>.",Naud-Evrard,", globes terrestres",", globes terrestres",", Geoffroy-Ma- ri",3,1,1,1,1,"NA",POINT (651710.3 6865047)
1859,DidotBottin_1859a,208,v2:2022-06-20,1886432,"Dumant (C. ), carton-pâte et cartes en feuil-
les, Hautefeuille, 20 et 22.","<PER>Dumant (C. ),</PER> <ACT>carton-pâte et cartes en feuil- les</ACT><LOC>, Hautefeuille</LOC>, <CARDINAL>20</CARDINAL> et <CARDINAL>22</CARDINAL>.","Dumant (C. ),",carton-pâte et cartes en feuil- les,carton-pate et cartes en feuil- les,", Hautefeuille","c(""20"", ""22"")",1,1,1,2,0.89,POINT (651703.7 6861474)
1835,Panckoucke_hab_Dulac_1835,390,v2:2022-06-20,1891948,"(Ant.), grav. de topographie attaché au ministère de la Ma-
Lecocq
rine. — Plan de Cadix, —Plan de Reims, — Atlas du Puy-de-
Dóme, — divers plans pour la commission de Morée, ete.; — quai
des Orfevres. 18.","<PER>(Ant.),</PER> <ACT>grav. de topographie attaché au ministère de la Ma- Lecocq rine. — Plan de Cadix, —Plan de Reims, — Atlas du Puy-de- Dóme, — divers plans pour la commission de Morée, ete.</ACT>; — <LOC>quai des Orfevres</LOC>. <CARDINAL>18</CARDINAL>.","(Ant.),","grav. de topographie attaché au ministère de la Ma- Lecocq rine. — Plan de Cadix, —Plan de Reims, — Atlas du Puy-de- Dóme, — divers plans pour la commission de Morée, ete.","grav. de topographie attache au ministere de la Ma- Lecocq rine. - Plan de Cadix, -Plan de Reims, - Atlas du Puy-de- Dome, - divers plans pour la commission de Moree, ete.",quai des Orfevres,18,1,1,1,1,0.752,POINT (651894.6 6861833)
1839,Cambon_almgene_1839,267,v2:2022-06-20,1892189,"Ledoyen, cartes géog. St Jacques, 21.","<PER>Ledoyen</PER><ACT>, cartes géog</ACT><LOC>. St Jacques</LOC>, <CARDINAL>21</CARDINAL>.",Ledoyen,", cartes géog",", cartes geog",. St Jacques,21,1,1,1,1,0.8455,POINT (652019.8 6861491)
1901,DidotBottin_1901a,380,v2:2022-06-20,1893894,"Bernard, imprimeur de cartes de vistte,
Doul. št-derman, 198.","<PER>Bernard</PER>, <ACT>imprimeur de cartes de vistte</ACT>, <LOC>Doul. št-derman</LOC>, <CARDINAL>198</CARDINAL>.",Bernard,imprimeur de cartes de vistte,imprimeur de cartes de vistte,Doul. št-derman,198,1,1,1,1,"NA",POINT EMPTY
